key_resp.corr,key_resp.rt,,,seqRT,,,,randRT
1,0.2715898,,1,0.2715898,,,1,0.5713969
1,0.2980917,,1,0.2980917,,,1,0.4548065
1,0.2970222,,1,0.2970222,,,1,0.4595064
1,0.3121298,,1,0.3121298,,,1,0.4336199
1,0.3582496,,1,0.3582496,,,1,0.3271521
1,0.2080602,,1,0.2080602,,,1,0.4046236
1,0.2243589,,1,0.2243589,,,1,0.4581815
1,0.2336651,,1,0.2336651,,,1,0.4551877
1,0.5462501,,1,0.5462501,,,1,0.3877584
1,0.4291047,,1,0.4291047,,,1,0.3804061
1,0.3142515,,1,0.3142515,,,1,0.4503723
1,0.3132551,,1,0.3132551,,,1,0.4325473
1,0.3382552,,1,0.3382552,,,1,0.3672915
1,0.3090593,,1,0.3090593,,,1,0.4259012
1,0.2530327,,1,0.2530327,,,1,0.7459926
1,0.7096958,,1,0.7096958,,,1,0.3568303
1,0.4049249,,1,0.4049249,,,1,0.615978
1,0.4891937,,1,0.4891937,,,1,0.5410536
1,0.261338,,1,0.261338,,,1,0.3375774
1,0.2551564,,1,0.2551564,,,1,0.6422697
1,0.3150985,,1,0.3150985,,,1,0.3077496
1,15.4874328,,1,15.4874328,,,1,0.3736448
1,1.0293019,,1,1.0293019,,,1,0.6289255
1,0.5393996,,1,0.5393996,,,1,0.510424
1,0.5082313,,1,0.5082313,,,1,0.8276973
1,0.3048988,,1,0.3048988,,,1,0.9882705
1,0.6573562,,1,0.6573562,,,1,0.6378251
1,0.3207148,,1,0.3207148,,,1,0.5346352
1,0.2766147,,1,0.2766147,,,1,0.4130625
1,0.2730013,,1,0.2730013,,,1,0.3719113
1,0.3084527,,1,0.3084527,,,1,0.5565338
1,0.304073,,1,0.304073,,,1,0.5890242
1,0.7723292,,1,0.7723292,,,1,0.5042744
1,0.4753,,1,0.4753,,,1,0.3512012
1,0.6057757,,1,0.6057757,,,1,0.377897
1,0.2717153,,1,0.2717153,,,1,0.6912929
1,0.5388452,,1,0.5388452,,,1,0.6135837
1,0.3080148,,1,0.3080148,,,1,0.4959521
1,0.4607844,,1,0.4607844,,,1,0.4238516
1,0.395528,,1,0.395528,,,1,0.381729
1,0.2923366,,1,0.2923366,,,1,0.5749043
1,0.2768022,,1,0.2768022,,,1,0.4156926
1,0.2973256,,1,0.2973256,,,1,0.6050935
1,0.3102538,,1,0.3102538,,,1,0.5217942
1,0.2714855,,1,0.2714855,,,1,0.3940211
1,0.3523176,,1,0.3523176,,,1,0.4238823
1,0.2709766,,1,0.2709766,,,1,0.447442
1,0.7063131,,1,0.7063131,,,1,0.4424703
1,0.282586,,1,0.282586,,,1,0.5900375
1,0.2471099,,1,0.2471099,,,1,0.4095049
1,0.3543,,1,0.3543,,,1,0.4153074
1,0.2549229,,1,0.2549229,,,1,0.4922621
1,0.3011128,,1,0.3011128,,,1,0.3887134
1,0.2769725,,1,0.2769725,,,1,0.4159473
1,0.2754015,,1,0.2754015,,,1,0.4554126
1,0.2841668,,1,0.2841668,,,1,0.3128921
1,0.2051866,,1,0.2051866,,,1,0.638023
1,0.2773972,,1,0.2773972,,,1,0.4125011
1,0.2552092,,1,0.2552092,,,1,0.448663
1,0.4586617,,1,0.4586617,,,1,0.4392137
1,0.4644179,,1,0.4644179,,,1,0.703932
1,0.9791872,,1,0.9791872,,,1,0.5580449
1,0.2300274,,1,0.2300274,,,1,0.6400347
1,0.2463556,,1,0.2463556,,,1,0.7063869
1,0.2929392,,1,0.2929392,,,0,0.5123027
1,0.2944043,,1,0.2944043,,,1,0.3294641
1,0.2450555,,1,0.2450555,,,1,0.5127302
1,0.2380008,,1,0.2380008,,,1,0.6004058
1,0.2658921,,1,0.2658921,,,1,0.604995
1,0.2468323,,1,0.2468323,,,1,0.3891477
1,0.2430968,,1,0.2430968,,,1,0.8392351
1,0.4320061,,1,0.4320061,,,1,0.4799497
1,0.2269721,,1,0.2269721,,,1,0.4718201
1,0.2246579,,1,0.2246579,,,1,0.6274471
1,0.2883852,,1,0.2883852,,,1,0.377315
1,0.5083071,,1,0.5083071,,,0,1.066298
1,0.3055175,,1,0.3055175,,,1,0.470246
1,0.238168,,1,0.238168,,,1,0.4272986
1,0.293315,,1,0.293315,,,1,0.9410734
1,0.2711497,,1,0.2711497,,,1,0.9004078
1,0.2837911,,1,0.2837911,,,1,0.5506999
1,0.2411839,,1,0.2411839,,,1,0.5071386
1,0.2140007,,1,0.2140007,,,1,0.832377
1,0.2546213,,1,0.2546213,,,1,0.4241551
1,0.2681057,,1,0.2681057,,,1,0.5877508
1,0.3885064,,1,0.3885064,,,1,0.5558231
1,0.2741712,,1,0.2741712,,,1,0.3721718
1,0.3384385,,1,0.3384385,,,1,0.3418979
1,0.2601481,,1,0.2601481,,,1,0.9877714
1,0.4214095,,1,0.4214095,,,1,0.3388212
1,0.3004951,,1,0.3004951,,,1,0.5220495
1,0.2644578,,1,0.2644578,,,1,0.4053613
1,0.2886763,,1,0.2886763,,,1,0.4338011
1,0.2936997,,1,0.2936997,,,1,0.5089051
1,0.6911147,,1,0.6911147,,,1,0.4767919
1,0.2669785,,1,0.2669785,,,1,1.1342797
1,0.3914392,,1,0.3914392,,,1,0.6720372
1,0.242732,,1,0.242732,,,1,0.5386111
1,0.2396884,,1,0.2396884,,,1,0.6555719
1,0.3842542,,1,0.3842542,,,1,1.0342476
1,0.5634935,,1,0.5634935,,,1,0.589921
1,0.2458666,,1,0.2458666,,,1,0.8918722
1,0.2394215,,1,0.2394215,,,1,1.1128951
1,0.3318751,,1,0.3318751,,,1,0.3472788
1,0.3913056,,1,0.3913056,,,1,0.5926662
1,0.3583741,,1,0.3583741,,,1,0.7377531
1,0.4968595,,1,0.4968595,,,1,0.4139821
1,0.2630503,,1,0.2630503,,,1,0.7796112
1,0.4308329,,1,0.4308329,,,1,0.5435455
1,0.2959451,,1,0.2959451,,,1,0.4159093
1,0.7084402,,1,0.7084402,,,1,0.4740711
1,0.2458303,,1,0.2458303,,,1,0.4445659
1,0.3416535,,1,0.3416535,,,1,0.7292311
1,0.3158816,,1,0.3158816,,,1,0.5341736
1,0.5085689,,1,0.5085689,,,1,0.5216721
1,1.0214209,,1,1.0214209,,,1,0.831274
1,0.231088,,1,0.231088,,,1,0.3967629
1,0.2712012,,1,0.2712012,,,1,0.4936215
1,0.4438984,,1,0.4438984,,,1,0.4552988
1,0.2563641,,1,0.2563641,,,1,0.4432841
1,0.2175304,,1,0.2175304,,,1,0.3888904
1,0.247829,,1,0.247829,,,1,0.4340478
1,0.6504712,,1,0.6504712,,,1,0.4322557
1,0.2841094,,1,0.2841094,,,1,0.7253872
1,0.2764879,,1,0.2764879,,,1,0.4053361
1,0.2672914,,1,0.2672914,,,1,0.3838864
1,0.3049855,,1,0.3049855,,,1,0.4676506
1,0.3174784,,1,0.3174784,,,1,0.3389043
1,0.2726395,,1,0.2726395,,,1,0.3901816
1,0.3244741,,1,0.3244741,,,1,0.3384421
1,0.2336796,,1,0.2336796,,,1,0.5432346
1,0.2642386,,1,0.2642386,,,1,0.4740019
1,0.2622202,,1,0.2622202,,,1,0.445904
1,0.3508934,,1,0.3508934,,,1,0.3045519
1,0.2671412,,1,0.2671412,,,1,0.4056804
1,0.3044744,,1,0.3044744,,,0,0.4649473
1,0.2792867,,1,0.2792867,,,1,0.3572525
1,0.2743213,,1,0.2743213,,,1,0.4062498
1,0.2949991,,1,0.2949991,,,1,0.4635524
1,0.2601182,,1,0.2601182,,,1,0.6885164
1,0.2946613,,1,0.2946613,,,1,2.2375013
1,0.281059,,1,0.281059,,,1,1.9473967
1,0.2626369,,1,0.2626369,,,1,0.4486173
1,0.387662,,1,0.387662,,,1,0.3676424
1,0.1431355,,1,0.1431355,,,0,0.3120097
1,0.368528,,1,0.368528,,,0,0.3904773
1,0.395685,,1,0.395685,,,1,0.5385292
1,0.305225,,1,0.305225,,,1,0.4248485
1,0.2666819,,1,0.2666819,,,1,0.3230612
1,0.2810767,,1,0.2810767,,,1,0.6782279
1,0.3713156,,1,0.3713156,,,1,0.4366581
1,0.256145,,1,0.256145,,,1,0.4620985
1,0.2816072,,1,0.2816072,,,1,0.4328505
1,0.4218281,,1,0.4218281,,,1,0.4748996
1,0.2838654,,1,0.2838654,,,1,0.470666
1,0.4245718,,1,0.4245718,,,1,0.4875903
1,0.2657249,,1,0.2657249,,,1,0.4438074
1,0.3234712,,1,0.3234712,,,1,0.6615252
1,0.471425,,1,0.471425,,,1,0.4169435
1,0.3266941,,1,0.3266941,,,1,0.3621956
1,0.5736772,,1,0.5736772,,,1,0.5211326
1,0.2643367,,1,0.2643367,,,1,0.3491936
1,0.2629864,,1,0.2629864,,,1,0.488097
1,0.3339363,,1,0.3339363,,,1,0.567761
1,0.4173589,,1,0.4173589,,,1,0.6341398
1,0.2548582,,1,0.2548582,,,1,0.446761
1,0.255167,,1,0.255167,,,1,0.3902982
1,0.3112789,,1,0.3112789,,,1,0.5056603
1,0.3219701,,1,0.3219701,,,1,0.5721172
1,0.2508884,,1,0.2508884,,,1,0.5218122
1,0.2990843,,1,0.2990843,,,1,0.4716614
1,0.2739216,,1,0.2739216,,,1,0.6013665
1,0.0603523,,1,0.0603523,,,1,0.3511953
1,0.334445,,1,0.334445,,,1,0.5276173
1,0.3218726,,1,0.3218726,,,1,0.6081072
1,0.2989454,,1,0.2989454,,,1,0.5767823
0,0.2176429,,0,0.2176429,,,1,0.5387423
1,0.2580271,,1,0.2580271,,,1,0.5453189
1,0.236278,,1,0.236278,,,1,0.2976181
1,0.0723279,,1,0.0723279,,,1,0.4089359
1,0.2221146,,1,0.2221146,,,1,0.506512
1,0.2909673,,1,0.2909673,,,1,0.7225087
1,0.2699179,,1,0.2699179,,,1,0.3741554
1,0.6659812,,1,0.6659812,,,1,0.4466063
1,0.3090172,,1,0.3090172,,,1,0.2935511
1,0.2613819,,1,0.2613819,,,1,0.3977035
1,0.7616622,,1,0.7616622,,,1,0.370889
1,0.3652767,,1,0.3652767,,,1,0.4652704
0,0.4278569,,0,0.4278569,,,1,0.404459
1,0.3047852,,1,0.3047852,,,1,0.3878423
1,0.3043226,,1,0.3043226,,,1,0.4671066
1,0.2779197,,1,0.2779197,,,1,0.4341383
1,0.4047614,,1,0.4047614,,,1,0.4797142
1,0.2390251,,1,0.2390251,,,1,0.4716668
1,0.2426793,,1,0.2426793,,,1,0.8719791
1,0.2759531,,1,0.2759531,,,1,0.5217615
1,0.2714211,,1,0.2714211,,,1,0.2770442
1,0.2932625,,1,0.2932625,,,1,0.7216592
1,0.2456355,,1,0.2456355,,,1,0.4050347
1,0.3124948,,1,0.3124948,,,1,0.351461
1,0.3049743,,1,0.3049743,,,1,0.3775549
1,0.2385044,,1,0.2385044,,,1,0.4712801
1,0.3706137,,1,0.3706137,,,1,0.5404027
1,0.2733137,,1,0.2733137,,,1,0.6379395
1,0.2381324,,1,0.2381324,,,1,0.2916539
1,0.2401686,,1,0.2401686,,,1,0.4880537
1,0.214785,,1,0.214785,,,1,0.3718089
1,0.3336893,,1,0.3336893,,,1,0.4801755
1,0.2512115,,1,0.2512115,,,0,0.7584823
1,0.2631776,,1,0.2631776,,,1,0.4804841
1,0.2414735,,1,0.2414735,,,1,0.4133456
1,0.2219644,,1,0.2219644,,,1,0.4493778
1,0.4052506,,1,0.4052506,,,1,0.356184
1,0.4551315,,1,0.4551315,,,1,0.438335
1,0.2556356,,1,0.2556356,,,1,0.7620303
1,0.2432904,,1,0.2432904,,,1,0.4677786
1,1.226066,,1,1.226066,,,1,2.1055647
1,0.2264573,,1,0.2264573,,,1,0.5055371
1,0.236131,,1,0.236131,,,1,0.4302609
1,0.3111976,,1,0.3111976,,,1,0.3878218
1,0.2884401,,,,,,,
0,0.3611759,,,,,,,
1,0.716431,,,,,,,
1,0.6621778,,,,,,,
1,0.3967276,,,,,,,
1,0.4628987,,,,,,,
1,0.4052177,,,,,,,
0,0.4508576,,,,,,,
1,0.8317497,,,,,,,
1,0.6450479,,,,,,,
1,0.397159,,,,,,,
1,0.4156183,,,,,,,
1,0.454305,,,,,,,
1,0.8647233,,,,,,,
1,0.3631143,,,,,,,
1,0.571151,,,,,,,
0,0.5380695,,,,,,,
1,0.627804,,,,,,,
1,0.6076785,,,,,,,
1,0.5942413,,,,,,,
1,0.3806157,,,,,,,
1,0.3052594,,,,,,,
1,0.5210954,,,,,,,
1,0.5796212,,,,,,,
1,0.4005089,,,,,,,
1,0.5239249,,,,,,,
1,0.4218372,,,,,,,
1,0.3831481,,,,,,,
1,0.3344841,,,,,,,
1,0.5439424,,,,,,,
1,0.7311486,,,,,,,
1,0.4785738,,,,,,,
1,0.4434833,,,,,,,
1,0.4254907,,,,,,,
1,0.4603909,,,,,,,
1,0.4305856,,,,,,,
1,0.4136341,,,,,,,
1,0.3619023,,,,,,,
1,0.4580122,,,,,,,
1,0.3985012,,,,,,,
1,0.7220132,,,,,,,
1,0.7097988,,,,,,,
1,0.5388882,,,,,,,
1,0.4650425,,,,,,,
1,1.2592863,,,,,,,
1,0.4506028,,,,,,,
1,0.4230384,,,,,,,
1,0.4078736,,,,,,,
1,0.53389,,,,,,,
1,0.4639284,,,,,,,
1,0.4614964,,,,,,,
1,0.6158179,,,,,,,
1,0.4509063,,,,,,,
1,0.5603829,,,,,,,
1,0.4560452,,,,,,,
0,0.4439124,,,,,,,
1,0.5890692,,,,,,,
1,0.3052192,,,,,,,
1,0.3909223,,,,,,,
1,0.4654449,,,,,,,
1,0.2719854,,,,,,,
1,0.3671099,,,,,,,
1,0.3588674,,,,,,,
1,0.6250254,,,,,,,
1,0.2674571,,,,,,,
1,0.4612989,,,,,,,
1,0.5215005,,,,,,,
1,0.4566683,,,,,,,
1,0.3584844,,,,,,,
1,0.3630007,,,,,,,
1,0.4103568,,,,,,,
1,0.4047577,,,,,,,
1,0.4365414,,,,,,,
1,0.4215276,,,,,,,
1,0.4241364,,,,,,,
1,0.3981202,,,,,,,
1,0.300191,,,,,,,
1,0.4338584,,,,,,,
1,0.3943545,,,,,,,
1,0.3928634,,,,,,,
1,0.5551181,,,,,,,
1,0.5738949,,,,,,,
1,0.5478779,,,,,,,
1,0.7294291,,,,,,,
1,0.6266176,,,,,,,
1,0.4530964,,,,,,,
1,0.4324057,,,,,,,
0,0.4695075,,,,,,,
1,0.371794,,,,,,,
1,0.7010183,,,,,,,
1,0.4621408,,,,,,,
1,0.33028,,,,,,,
0,0.4471849,,,,,,,
1,0.4261577,,,,,,,
1,0.4847257,,,,,,,
1,0.4281295,,,,,,,
1,0.4151157,,,,,,,
1,0.5504427,,,,,,,
1,0.6426265,,,,,,,
1,0.4263052,,,,,,,
1,0.3546237,,,,,,,
1,0.4299836,,,,,,,
1,0.5803567,,,,,,,
1,0.3392633,,,,,,,
1,0.8250396,,,,,,,
1,0.8744569,,,,,,,
1,0.3507214,,,,,,,
1,0.4662935,,,,,,,
1,0.7393282,,,,,,,
1,0.6385976,,,,,,,
1,0.5551547,,,,,,,
1,0.4955095,,,,,,,
1,0.4965083,,,,,,,
1,0.566846,,,,,,,
1,0.4622165,,,,,,,
1,0.5073917,,,,,,,
1,0.3885628,,,,,,,
1,0.7085841,,,,,,,
1,0.6173026,,,,,,,
1,0.5215163,,,,,,,
1,0.5301894,,,,,,,
1,0.5384286,,,,,,,
1,0.5280703,,,,,,,
1,0.6552807,,,,,,,
1,0.5009006,,,,,,,
1,0.5753679,,,,,,,
1,0.7344704,,,,,,,
1,0.3621315,,,,,,,
1,0.6445349,,,,,,,
1,0.4822305,,,,,,,
1,0.4019116,,,,,,,
1,0.4012483,,,,,,,
1,0.3889779,,,,,,,
1,0.504444,,,,,,,
1,0.5049277,,,,,,,
1,0.6106055,,,,,,,
1,0.3110004,,,,,,,
1,0.400542,,,,,,,
1,0.3052862,,,,,,,
1,0.4450365,,,,,,,
1,0.4094484,,,,,,,
1,0.7057619,,,,,,,
1,0.7244433,,,,,,,
1,0.787664,,,,,,,
1,0.438883,,,,,,,
1,0.5712912,,,,,,,
1,0.4633347,,,,,,,
1,0.4400991,,,,,,,
1,0.4910163,,,,,,,
1,0.7128888,,,,,,,
1,0.670377,,,,,,,
1,0.4907369,,,,,,,
1,0.464959,,,,,,,
1,0.8216843,,,,,,,
1,0.4284489,,,,,,,
1,0.3101523,,,,,,,
1,0.8504465,,,,,,,
1,0.3376247,,,,,,,
1,0.4176647,,,,,,,
1,0.4555799,,,,,,,
1,0.4931508,,,,,,,
1,0.4908373,,,,,,,
1,0.3867546,,,,,,,
1,0.3954718,,,,,,,
1,0.5713969,,,,,,,
1,0.4548065,,,,,,,
1,0.4595064,,,,,,,
1,0.4336199,,,,,,,
1,0.3271521,,,,,,,
1,0.4046236,,,,,,,
1,0.4581815,,,,,,,
1,0.4551877,,,,,,,
1,0.3877584,,,,,,,
1,0.3804061,,,,,,,
1,0.4503723,,,,,,,
1,0.4325473,,,,,,,
1,0.3672915,,,,,,,
1,0.4259012,,,,,,,
1,0.7459926,,,,,,,
1,0.3568303,,,,,,,
1,0.615978,,,,,,,
1,0.5410536,,,,,,,
1,0.3375774,,,,,,,
1,0.6422697,,,,,,,
1,0.3077496,,,,,,,
1,0.3736448,,,,,,,
1,0.6289255,,,,,,,
1,0.510424,,,,,,,
1,0.8276973,,,,,,,
1,0.9882705,,,,,,,
1,0.6378251,,,,,,,
1,0.5346352,,,,,,,
1,0.4130625,,,,,,,
1,0.3719113,,,,,,,
1,0.5565338,,,,,,,
1,0.5890242,,,,,,,
1,0.5042744,,,,,,,
1,0.3512012,,,,,,,
1,0.377897,,,,,,,
1,0.6912929,,,,,,,
1,0.6135837,,,,,,,
1,0.4959521,,,,,,,
1,0.4238516,,,,,,,
1,0.381729,,,,,,,
1,0.5749043,,,,,,,
1,0.4156926,,,,,,,
1,0.6050935,,,,,,,
1,0.5217942,,,,,,,
1,0.3940211,,,,,,,
1,0.4238823,,,,,,,
1,0.447442,,,,,,,
1,0.4424703,,,,,,,
1,0.5900375,,,,,,,
1,0.4095049,,,,,,,
1,0.4153074,,,,,,,
1,0.4922621,,,,,,,
1,0.3887134,,,,,,,
1,0.4159473,,,,,,,
1,0.4554126,,,,,,,
1,0.3128921,,,,,,,
1,0.638023,,,,,,,
1,0.4125011,,,,,,,
1,0.448663,,,,,,,
1,0.4392137,,,,,,,
1,0.703932,,,,,,,
1,0.5580449,,,,,,,
1,0.6400347,,,,,,,
1,0.7063869,,,,,,,
0,0.5123027,,,,,,,
1,0.3294641,,,,,,,
1,0.5127302,,,,,,,
1,0.6004058,,,,,,,
1,0.604995,,,,,,,
1,0.3891477,,,,,,,
1,0.8392351,,,,,,,
1,0.4799497,,,,,,,
1,0.4718201,,,,,,,
1,0.6274471,,,,,,,
1,0.377315,,,,,,,
0,1.066298,,,,,,,
1,0.470246,,,,,,,
1,0.4272986,,,,,,,
1,0.9410734,,,,,,,
